+//3//f/9AF8-id,District,Post Office,Postal/Pin Code,Post Office Type,Latitude,Longitude
628,Parbat,Khor Pokhara,33411,A.P.O.,28.2021248,83.7280341
629,Parbat,Setibeni,33412,A.P.O.,28.0107777,83.6073775
630,Parsa,Parsa,44300,D.P.O.,26.8769803,85.6398784
631,Parsa,Aadarshanagar,44301,A.P.O.,27.2237846,84.8264709
632,Parsa,Parbanipur,44303,A.P.O.,27.2237846,84.8264709
633,Parsa,Bindabasini,44304,A.P.O.,27.0369708,84.7869818
634,Parsa,Bahuari Pidari,44305,A.P.O.,27.1079074,84.8419465
635,Parsa,Shirsiya Khalwatola,44306,A.P.O.,27.2237846,84.8264709
636,Parsa,Biruwaguthi,44307,A.P.O.,27.2237846,84.8264709
637,Parsa,Pakahamainpur,44308,A.P.O.,27.2237846,84.8264709
638,Parsa,Phokhariya,44309,A.P.O.,27.2237846,84.8264709
639,Parsa,Ranigunj,44310,A.P.O.,27.2237846,84.8264709
640,Parsa,Paterwa Sugauli,44311,A.P.O.,27.1859344,84.7901876
641,Parsa,Viswa,44312,A.P.O.,27.2237846,84.8264709
642,Parsa,Janakitol,44313,A.P.O.,27.2237846,84.8264709
643,Parsa,Jeetpur,44314,A.P.O.,27.1357574,84.9558334
644,Parsa,Thori,44315,A.P.O.,27.300184,84.6663643
645,Pyuthan,Pyuthan,22300,D.P.O.,28.1275303,82.8494422
646,Pyuthan,Dakhaquadi,22301,A.P.O.,28.1198817,82.8299809
647,Pyuthan,Bhingri,22303,A.P.O.,28.1455248,82.7128818
648,Pyuthan,Wangesal,22304,A.P.O.,28.1198817,82.8299809
649,Pyuthan,Baraula,22305,A.P.O.,28.1198817,82.8299809
650,Pyuthan,Majuwa,22307,A.P.O.,28.1198817,82.8299809
651,Pyuthan,Machchhi,22308,A.P.O.,28.1198817,82.8299809
652,Pyuthan,Thulabesi,22309,A.P.O.,28.1906815,82.9813211
653,Pyuthan,Lungbahane,22310,A.P.O.,28.1198817,82.8299809
654,Pyuthan,Bijuwar,22311,A.P.O.,28.0991899,82.8598938
655,Pyuthan,Naya Gaun,22312,A.P.O.,28.1198817,82.8299809
656,Ramechhap,Ramechhap,45400,D.P.O.,27.3231683,86.0833712
657,Ramechhap,Those,45401,A.P.O.,27.5964422,86.2622171
658,Ramechhap,Duragaun,45402,A.P.O.,27.53695,86.2567909
659,Ramechhap,Betali,45403,A.P.O.,27.5225877,86.1692577
660,Ramechhap,Khimti,45404,A.P.O.,27.5438366,86.1621607
661,Ramechhap,Saghutar,45405,A.P.O.,27.53695,86.2567909
662,Ramechhap,Kathjor,45406,A.P.O.,27.53695,86.2567909
663,Ramechhap,Puranagaun,45408,A.P.O.,27.53695,86.2567909
664,Ramechhap,Doramba,45409,A.P.O.,27.5465665,85.9207189
665,Ramechhap,Hiledevi,45410,A.P.O.,27.53695,86.2567909
666,Ramechhap,Bhirpani,45411,A.P.O.,27.53695,86.2567909
667,Rasuwa,Rasuwa,45000,D.P.O.,27.9965975,85.2040513
668,Rasuwa,Dhaibung,45003,A.P.O.,28.0021505,85.2112403
669,Rasuwa,Ramkali,45004,A.P.O.,28.1753591,85.4776025
670,Rasuwa,Rasuwa,45007,A.P.O.,27.9965975,85.2040513
671,Rasuwa,Syaphru Besi,45009,A.P.O.,28.1753591,85.4776025
672,Rautahat,Rautahat,44500,D.P.O.,26.9568489,85.2935013
673,Rautahat,Saruatha,44502,A.P.O.,26.8255291,85.2914505
674,Rautahat,Pipra bazar,44503,A.P.O.,26.9889766,85.2828899
675,Rautahat,Madhopur,44504,A.P.O.,26.9889766,85.2828899
676,Rautahat,Rajpurpharahadawa,44506,A.P.O.,26.9889766,85.2828899
677,Rautahat,Patharabudhram,44508,A.P.O.,26.9889766,85.2828899
678,Rautahat,Sitalpur,44509,A.P.O.,26.9574528,85.1962239
679,Rautahat,Shivanagar,44510,A.P.O.,26.9889766,85.2828899
680,Rautahat,Laxminiya,44511,A.P.O.,26.9327888,85.2055054
681,Rautahat,Katahariya,44512,A.P.O.,26.9998273,85.2465123
682,Rautahat,Samanpur,44513,A.P.O.,27.0006881,85.3675968
683,Rautahat,Chandra Nigahapur,44515,A.P.O.,26.9889766,85.2828899
684,Rolpa,Rolpa,22100,D.P.O.,28.3294735,82.6044576
685,Rolpa,Khungri,22102,A.P.O.,28.2448292,82.6555405
686,Rolpa,Sirpa,22103,A.P.O.,28.2432366,82.8263276
687,Rolpa,Thawang,22106,A.P.O.,28.4594645,82.7402684
688,Rolpa,Himtakura,22107,A.P.O.,28.326429,82.6448791
689,Rolpa,Ghartigaun,22108,A.P.O.,28.2961199,82.4466247
690,Rolpa,Nerpa,22110,A.P.O.,28.3123148,82.4312901
691,Rolpa,Dahaban,22111,A.P.O.,28.326429,82.6448791
692,Rolpa,Shulichaur,22112,A.P.O.,28.326429,82.6448791
693,Rolpa,Jhenam (Holeri),22113,A.P.O.,28.326429,82.6448791
694,Rukum,Rukum,22000,D.P.O.,28.6416266,82.4526419
695,Rukum,Rukumkot,22002,A.P.O.,28.6254129,82.601069
696,Rukum,Riwangchaur,22004,A.P.O.,28.7565019,82.4283701
697,Rukum,Kol,22005,A.P.O.,28.5954952,82.7728806
698,Rukum,Peugha,22007,A.P.O.,28.7565019,82.4283701
699,Rukum,Chaurjahari,22008,A.P.O.,28.6372193,82.2520784
700,Rukum,Simli,22009,A.P.O.,28.6553404,82.3531851
701,Rukum,Radijyula,22010,A.P.O.,28.7565019,82.4283701
702,Rukum,Baphikot,22011,A.P.O.,28.6801872,82.4680208
703,Rupandehi,Rupandehi,32900,D.P.O.,27.6585011,83.4650611
704,Rupandehi,Siktahan,32901,A.P.O.,27.5618349,83.5402231
705,Rupandehi,Dhakadhai,32902,A.P.O.,27.5487735,83.4033527
706,Rupandehi,Manigram,32903,A.P.O.,27.6291742,83.4730967
707,Rupandehi,Kotihawa,32904,A.P.O.,27.570513,83.4687634
708,Rupandehi,Thutipipal,32905,A.P.O.,27.5487735,83.4033527
709,Rupandehi,Butwal,32907,A.P.O.,27.7003986,83.4657667
710,Rupandehi,Parroha,32908,A.P.O.,27.5487735,83.4033527
711,Rupandehi,Sauraha Pharsa,32909,A.P.O.,27.5487735,83.4033527
712,Rupandehi,Amuwa,32910,A.P.O.,27.5054725,83.533687
713,Rupandehi,Saljhandi,32911,A.P.O.,27.7045742,83.2714668
714,Rupandehi,Suryapura,32912,A.P.O.,27.5886432,83.3070269
715,Rupandehi,Tenuhawa,32913,A.P.O.,27.4915567,83.2596767
716,Rupandehi,Lumbini,32914,A.P.O.,27.4823137,83.2777522
717,Rupandehi,Betkuiya,32915,A.P.O.,27.4200134,83.3098068
718,Rupandehi,Mahadehiya,32916,A.P.O.,27.5487735,83.4033527
719,Salyan,Salyan,22200,D.P.O.,28.5373737,82.2621402
720,Salyan,Kalimati Kalche,22201,A.P.O.,28.3427726,81.92824
721,Salyan,Luham,22202,A.P.O.,28.2955487,82.2602194
722,Salyan,Dhanbang,22203,A.P.O.,28.2474845,82.3152236
723,Salyan,Mahaneta,22204,A.P.O.,28.44306,82.3838176
724,Salyan,Malneta,22207,A.P.O.,28.4068256,82.1675807
725,Salyan,Maidu,22208,A.P.O.,28.4068256,82.1675807
726,Salyan,Ragechour,22209,A.P.O.,28.4068256,82.1675807
727,Salyan,Bhalchaur,22210,A.P.O.,28.5360554,82.2728628
728,Salyan,Tharmare,22211,A.P.O.,28.450875,82.2804823
729,Sankhuwasabha,Sankhuwasabha,56900,D.P.O.,27.2388008,87.4299962
730,Sankhuwasabha,Hatiya,56901,A.P.O.,27.7366926,87.337921
731,Sankhuwasabha,Hedangana,56902,A.P.O.,27.5465807,87.2263852
732,Sankhuwasabha,Tamku,56903,A.P.O.,27.5465807,87.2263852
733,Sankhuwasabha,Chandanpur,56904,A.P.O.,27.5465807,87.2263852
734,Sankhuwasabha,Bahrabishe,56905,A.P.O.,27.5465807,87.2263852
735,Sankhuwasabha,Tumlingtar,56906,A.P.O.,27.317297,87.196861
736,Sankhuwasabha,Wana,56907,A.P.O.,27.3328163,87.3094713
737,Sankhuwasabha,Shidhakali,56908,A.P.O.,27.5465807,87.2263852
738,Sankhuwasabha,Madi,56909,A.P.O.,27.2518495,87.4104534
739,Sankhuwasabha,Ankhibhui,56910,A.P.O.,27.5465807,87.2263852
740,Sankhuwasabha,Mamling,56911,A.P.O.,27.5465807,87.2263852
741,Sankhuwasabha,Manebhanjyang,56912,A.P.O.,27.4103189,87.1880494
742,Sankhuwasabha,Chainpur,56913,A.P.O.,27.3089894,87.3983089
743,Saptari,Saptari,56400,D.P.O.,26.7297438,86.9365301
744,Saptari,Hanuman Nagar,56401,A.P.O.,26.5044827,86.8590707
745,Saptari,Bairaba,56402,A.P.O.,26.6071617,86.7493798
746,Saptari,Phattepur,56403,A.P.O.,26.735062,86.93232
747,Saptari,Kanchanpur,56404,A.P.O.,26.6416032,86.9147697
748,Saptari,Praswani,56405,A.P.O.,26.6071617,86.7493798
749,Saptari,Bhagawatpur,56406,A.P.O.,26.540329,86.830811
750,Saptari,Koiladi,56407,A.P.O.,26.4849536,86.809888
751,Saptari,Chhinnamasta,56408,A.P.O.,26.4654589,86.7304766
752,Saptari,Bishnupur,56409,A.P.O.,26.5029921,86.7258676
753,Saptari,Rupani,56411,A.P.O.,26.6348425,86.7424347
754,Saptari,Pato,56412,A.P.O.,26.5208199,86.6132692
755,Saptari,Arnaha,56413,A.P.O.,26.5746288,86.6428223
756,Saptari,Kalyanpur,56414,A.P.O.,26.6452471,86.6119959
757,Saptari,Bodebarsain,56415,A.P.O.,26.6071617,86.7493798
758,Saptari,Sisawa,56416,A.P.O.,26.6071617,86.7493798
759,Saptari,Kadarwona,56417,A.P.O.,26.6071617,86.7493798
760,Saptari,Bhardaha,56418,A.P.O.,26.5501194,86.8901477
761,Sarlahi,Sarlahi,45800,D.P.O.,27.0052031,85.4843296
762,Sarlahi,Lalbandi,45801,A.P.O.,27.0991297,85.6992529
763,Sarlahi,Bayalbas,45802,A.P.O.,27.0005466,85.6431484
764,Sarlahi,Haripurwa,45803,A.P.O.,26.9131356,85.684626
765,Sarlahi,Hariaun,45804,A.P.O.,27.088568,85.5442329
766,Sarlahi,Haripur,45805,A.P.O.,27.0139022,85.5417222
767,Sarlahi,Brahmapuri,45806,A.P.O.,26.8871981,85.5896153
768,Sarlahi,Kaudena,45809,A.P.O.,26.8512276,85.5036113
769,Sarlahi,Barahathawa,45810,A.P.O.,26.9830815,85.4570415
770,Sarlahi,Sundarpur,45811,A.P.O.,26.8862743,85.5033035
771,Sarlahi,Dumariya,45813,A.P.O.,26.9688183,85.5638757
772,Sarlahi,Karmaiya,45814,A.P.O.,27.1309268,85.4823855
773,Sarlahi,Harkathawa,45815,A.P.O.,26.9688183,85.5638757
774,Sarlahi,Ramnagar(Bahuarwa),45816,A.P.O.,26.8427878,85.3842641
775,Sarlahi,Chhatauna,45817,A.P.O.,26.9688183,85.5638757
776,Sindhuli,Sindhuli,45900,D.P.O.,27.2042794,85.9126894
777,Sindhuli,Solpa,45901,A.P.O.,27.2221257,86.3133074
778,Sindhuli,Bahun Tilpung,45902,A.P.O.,27.185192,86.0701393
779,Sindhuli,Dudhauli,45903,A.P.O.,27.185192,86.0701393
780,Sindhuli,Dakaha,45904,A.P.O.,27.0200282,86.1566664
781,Sindhuli,Gwaltar,45905,A.P.O.,27.2815638,86.0668014
782,Sindhuli,Khurkot,45906,A.P.O.,27.3306704,85.9936438
783,Sindhuli,Belghari,45907,A.P.O.,27.1362844,86.0562622
784,Sindhuli,Bhiman,45909,A.P.O.,27.1019963,85.9656172
785,Sindhuli,Jhanga Jholi,45910,A.P.O.,27.185192,86.0701393
786,Sindhuli,Netrakali,45911,A.P.O.,27.3502035,85.76802
787,Sindhuli,Kapilakot,45912,A.P.O.,27.2817953,85.7353139
788,Sindhuli,Pipalmadhiratanpur,45913,A.P.O.,27.185192,86.0701393
789,Sindhupalchok,Sindhupalchok,45300,D.P.O.,27.9735661,85.9639138
790,Sindhupalchok,Kodari,45301,A.P.O.,27.9722937,85.9625336
791,Sindhupalchok,Barabise,45302,A.P.O.,27.787806,85.899582
792,Sindhupalchok,Atarpur,45304,A.P.O.,27.671299,85.888695
793,Sindhupalchok,Lamosanghu,45305,A.P.O.,27.7561743,85.8456754
794,Sindhupalchok,Nawalpur,45306,A.P.O.,27.8124193,85.6249764
795,Sindhupalchok,Pangtang,45307,A.P.O.,27.9059127,85.7563055
796,Sindhupalchok,Jalbire,45308,A.P.O.,27.8211883,85.7768506
797,Sindhupalchok,Bhotsipa,45309,A.P.O.,27.9059127,85.7563055
798,Sindhupalchok,Melamchi Bahunepati,45310,A.P.O.,27.9059127,85.7563055
799,Sindhupalchok,Gyalthum,45311,A.P.O.,27.8816967,85.5411752
800,Sindhupalchok,Thangapaldhap,45312,A.P.O.,27.9059127,85.7563055
801,Sindhupalchok,Dubachaur,45313,A.P.O.,27.8422933,85.5692583
802,Sindhupalchok,Balephi,45314,A.P.O.,27.8652696,85.7544164
803,Siraha,Siraha,56500,D.P.O.,26.6518671,86.2161889
804,Siraha,Bastipur,56501,A.P.O.,26.7459717,86.4536972
805,Siraha,Lahan,56502,A.P.O.,26.7143868,86.481247
806,Siraha,Bhagawanpur,56503,A.P.O.,26.5856005,86.4684065
807,Siraha,Dhanagadhi,56504,A.P.O.,26.7416702,86.3494352
808,Siraha,Maheshpur patari,56505,A.P.O.,26.6790409,86.4020386
809,Siraha,Bariyarpatti,56506,A.P.O.,26.631386,86.3629271
810,Siraha,Golbazar (Asanpur),56508,A.P.O.,26.7416702,86.3494352
811,Siraha,Sukhipur,56509,A.P.O.,26.697237,86.3568123
812,Siraha,Bishnupur,56511,A.P.O.,26.7262788,86.2473245
813,Siraha,Belha,56512,A.P.O.,26.7416702,86.3494352
814,Siraha,Madar,56513,A.P.O.,26.6190338,86.1763742
815,Siraha,Mirchaiya,56515,A.P.O.,26.8321962,86.2448435
816,Siraha,Bandipur,56516,A.P.O.,26.8846911,86.1538335
817,Siraha,Kalyanpur,56517,A.P.O.,26.7544942,86.2029693
818,Solukhumbu,Solukhumbu,56000,D.P.O.,27.4908106,86.5810091
819,Solukhumbu,Namche Bazar,56002,A.P.O.,27.8041662,86.7097956
820,Solukhumbu,Sotang,56004,A.P.O.,27.517691,86.7751434
821,Solukhumbu,Jubu,56005,A.P.O.,27.7262537,86.7812043
822,Solukhumbu,Nele,56006,A.P.O.,27.4381897,86.6359842
823,Solukhumbu,Necha,56007,A.P.O.,27.35397,86.6409126
824,Solukhumbu,Shishakhola,56008,A.P.O.,27.7262537,86.7812043
825,Solukhumbu,Himaganga,56009,A.P.O.,27.7262537,86.7812043
826,Solukhumbu,Lukla,56010,A.P.O.,27.6889719,86.7306718
827,Sunsari,Sunsari,56700,D.P.O.,26.5528113,87.1742732
828,Sunsari,Mangalbare,56702,A.P.O.,26.818756,87.2641316
829,Sunsari,Chatara,56703,A.P.O.,26.8203203,87.1611255
830,Sunsari,Bakalauri,56704,A.P.O.,26.6410141,87.1378484
831,Sunsari,Itahari,56705,A.P.O.,26.6622505,87.2748964
832,Sunsari,Simariya,56706,A.P.O.,26.578382,87.237503
833,Sunsari,Duhabi,56707,A.P.O.,26.5523662,87.2424606
834,Sunsari,Chimadi,56708,A.P.O.,26.6410141,87.1378484
835,Sunsari,Jhumka,56709,A.P.O.,26.6717407,87.204981
836,Sunsari,Inarauwa,56710,A.P.O.,26.6410141,87.1378484
837,Sunsari,Aurabari,56711,A.P.O.,26.6410141,87.1378484
838,Sunsari,Dewangunj,56712,A.P.O.,26.6166946,87.1519223
839,Sunsari,Madhuvan,56713,A.P.O.,26.6410141,87.1378484
840,Sunsari,Laukahee,56714,A.P.O.,26.6410141,87.1378484
841,Sunsari,Bhutaha,56715,A.P.O.,26.6410141,87.1378484
842,Sunsari,Mahendra Nagar,56716,A.P.O.,26.7455712,87.136284
843,Sunsari,Chhitaha,56717,A.P.O.,26.5378394,87.1942591
844,Surkhet,Surkhet,21700,M.W.R.P.D.,28.5437401,81.6141057
845,Surkhet,Chhinchu,21701,A.P.O.,28.4591963,81.7187658
846,Surkhet,Ramghat,21702,A.P.O.,28.4873609,81.7409032
847,Surkhet,Sahare,21703,A.P.O.,28.3937824,81.8940435
848,Surkhet,Gumi,21704,A.P.O.,28.4962197,81.843591
849,Surkhet,Bheriganga,21705,A.P.O.,28.4709269,81.6770364
850,Surkhet,Matela,21706,A.P.O.,28.6573817,81.5137825
851,Surkhet,Garpan,21707,A.P.O.,28.6258091,81.7338483
852,Surkhet,Kunathari,21709,A.P.O.,28.6573817,81.5137825
853,Surkhet,Babiyachaur,21710,A.P.O.,28.7979483,81.3938521
854,Surkhet,Gutu,21711,A.P.O.,28.8427209,81.3213225
855,Syanja,Syangja,33800,D.P.O.,28.1001541,83.8707971
856,Syanja,Kolma,33802,A.P.O.,28.1001541,83.8707971
857,Syanja,Kichnas,33803,A.P.O.,28.1001541,83.8707971
858,Syanja,Jharkham,33804,A.P.O.,28.1001541,83.8707971
859,Syanja,Arjunchaupari,33805,A.P.O.,28.1001541,83.8707971
860,Syanja,Panchamul,33806,A.P.O.,28.1001541,83.8707971
861,Syanja,Rangethanti,33807,A.P.O.,28.1001541,83.8707971
862,Syanja,Fedikhola,33808,A.P.O.,28.1001541,83.8707971
863,Syanja,Bhumare,33811,A.P.O.,28.1001541,83.8707971
864,Syanja,Kyakmi,33812,A.P.O.,28.1001541,83.8707971
865,Syanja,Waidha Bhanjhyang,33813,A.P.O.,28.1001541,83.8707971
866,Syanja,Chapakot,33814,A.P.O.,28.1001541,83.8707971
867,Syanja,Galyang,33815,A.P.O.,28.1001541,83.8707971
868,Tanahun,Tanahun,33900,D.P.O.,28.0417627,84.3513418
869,Tanahun,Tuhure Pasal,33902,A.P.O.,27.9355079,84.223646
870,Tanahun,Manechauka,33903,A.P.O.,28.1248303,84.4059567
871,Tanahun,Bandipur,33904,A.P.O.,27.9380224,84.4066959
872,Tanahun,Aanbu Khaireni,33905,A.P.O.,27.8795803,84.4762425
873,Tanahun,Baidi,33906,A.P.O.,27.8776504,83.9606046
874,Tanahun,Kahunshivapur,33907,A.P.O.,27.9355079,84.223646
875,Tanahun,Rising Ranipokhari,33908,A.P.O.,27.9355079,84.223646
876,Tanahun,Ghiring Sundhara,33909,A.P.O.,27.9355079,84.223646
877,Tanahun,Bhimad,33910,A.P.O.,27.9782999,84.0797914
878,Tanahun,Lamagaun,33911,A.P.O.,27.9355079,84.223646
879,Tanahun,Khairenitar,33912,A.P.O.,28.0258265,84.0903075
880,Tanahun,Shisha Ghat,33913,A.P.O.,27.9355079,84.223646
881,Tanahun,Dumre,33914,A.P.O.,27.9631254,84.4096781
882,Tanahun,Devaghat,33915,A.P.O.,27.9355079,84.223646
883,Taplajung,Khewang,57501,A.P.O.,,
884,Taplajung,Sadeba,57502,A.P.O.,,
885,Taplajung,Thokimba,57509,A.P.O.,,
886,Taplajung,Dobhan,57510,A.P.O.,,
887,Taplejung,Taplejung,57500,D.P.O.,27.3586978,87.6727257
888,Taplejung,Sinam,57503,A.P.O.,27.3093134,87.8244817
889,Taplejung,Pedang,57504,A.P.O.,27.3586978,87.6727257
890,Taplejung,Thechambu,57505,A.P.O.,27.3035363,87.7474488
891,Taplejung,Siwang,57506,A.P.O.,27.3586978,87.6727257
892,Taplejung,Khokling,57507,A.P.O.,27.3586978,87.6727257
893,Taplejung,Olangchunggola,57508,A.P.O.,27.3586978,87.6727257
894,Taplejung,Change,57511,A.P.O.,27.3586978,87.6727257
895,Taplejung,Hangpang,57512,A.P.O.,27.3586978,87.6727257
896,Terhathum,Terhathum,57100,D.P.O.,27.7352668,85.309135
897,Terhathum,Jirikhimti,57102,A.P.O.,27.7352668,85.309135
898,Terhathum,Tinjure,57103,A.P.O.,27.7352668,85.309135
899,Terhathum,Basantapur,57104,A.P.O.,27.7352668,85.309135
900,Terhathum,Sudap,57105,A.P.O.,27.7352668,85.309135
901,Terhathum,Hamarjung,57106,A.P.O.,27.7352668,85.309135
902,Terhathum,Morahang,57107,A.P.O.,27.7352668,85.309135
903,Terhathum,Pokalawang,57108,A.P.O.,27.7352668,85.309135
904,Terhathum,Mulpani,57110,A.P.O.,27.7352668,85.309135
905,Terhathum,Iwa,57111,A.P.O.,27.7352668,85.309135
906,Udayapur,Udayapur,56300,D.P.O.,26.8112565,86.880115
907,Udayapur,Ratapani (Thoksila),56301,A.P.O.,26.9328236,86.5196953
908,Udayapur,Beltar,56302,A.P.O.,26.8112565,86.880115
909,Udayapur,Hadiya,56303,A.P.O.,26.7809038,86.8273022
910,Udayapur,Pokhari,56305,A.P.O.,26.7875122,86.8700538
911,Udayapur,Baraha,56306,A.P.O.,26.9328236,86.5196953
912,Udayapur,Bhutar,56307,A.P.O.,26.9328236,86.5196953
913,Udayapur,Rampur Jhilke,56308,A.P.O.,26.9328236,86.5196953
914,Udayapur,Udayapur Gadhi,56309,A.P.O.,26.9328236,86.5196953
915,Udayapur,Katari,56310,A.P.O.,27.021951,86.42089
916,Udayapur,Sorung Chhabise,56311,A.P.O.,26.9328236,86.5196953
917,Udayapur,Rauta Murkuchi,56312,A.P.O.,26.9328236,86.5196953
